frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.101540581335124,-0.0034098850308672,4,40
0.1,0.100416165401975,-0.00271544088031772,4,40
0.2,0.0997466203047482,-0.00175844013247649,4,40
0.4,0.0995791223668136,-0.00121639532354888,4,40
1.0,0.0989761051015236,-0.00136461495331076,4,40
2.0,0.0985676990171878,-0.00176835905383896,4,40
4.0,0.0979232948878988,-0.00229252966672344,4,40
10.0,0.0964489879061839,-0.00365012979748041,4,40
20.0,0.0942832201149488,-0.00460623030614934,4,40
40.0,0.0919705644733466,-0.00537162445654467,4,40
100.0,0.0882277531278692,-0.00549607720411453,4,40
200.0,0.0857156517773454,-0.0050407729176965,4,40
400.0,0.0833355509639509,-0.00429113449468091,4,40
1000.0,0.0810347851976164,-0.00324853799330027,4,40
