frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.100586367390334,-0.0048550814133822,6,100
0.1,0.0998065396914561,-0.00288697109737513,6,100
0.2,0.0992589315515695,-0.00208446331583456,6,100
0.4,0.0986769697272317,-0.00158849305206394,6,100
1.0,0.0980773039065776,-0.0014771049852542,6,100
2.0,0.0975763397649531,-0.0016344521331511,6,100
4.0,0.0971905906320793,-0.00198084254680359,6,100
10.0,0.0958760222790698,-0.00316670185768945,6,100
20.0,0.0941626678821145,-0.00421089564169868,6,100
40.0,0.091950791646633,-0.00499652835003641,6,100
100.0,0.0884708263615323,-0.00528416919586109,6,100
200.0,0.086005120987055,-0.00486959490307816,6,100
400.0,0.0837043927041296,-0.00428842827416177,6,100
1000.0,0.0813951186620068,-0.00312348397104783,6,100
