frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.106364722472773,-0.00416704401975229,7,20
0.1,0.104943485520636,-0.00343484805394051,7,20
0.2,0.103952495232924,-0.00228061756203786,7,20
0.4,0.103519104059459,-0.00175349015840777,7,20
1.0,0.102686854180816,-0.00192547228913175,7,20
2.0,0.102077514653804,-0.00247847712902387,7,20
4.0,0.10115386663045,-0.00315267279694881,7,20
10.0,0.0988683739997752,-0.00457078066280081,7,20
20.0,0.0964185162780094,-0.0053319410632441,7,20
40.0,0.0936103756410551,-0.00559827138925866,7,20
100.0,0.0900692451398996,-0.00556648933500761,7,20
200.0,0.0875149197837746,-0.00506311905098604,7,20
400.0,0.0852573809685518,-0.00441507650713833,7,20
1000.0,0.0829606008535828,-0.00325560840932222,7,20
