frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.101885111168065,-0.00530057915990026,5,90
0.1,0.100227846864556,-0.00409353476177862,5,90
0.2,0.0992853259782076,-0.00278357051332805,5,90
0.4,0.0986956418473814,-0.00189005450450127,5,90
1.0,0.0976355548576121,-0.00176083842182351,5,90
2.0,0.0972684405315936,-0.00194395590114311,5,90
4.0,0.0965204816053929,-0.00213682200247614,5,90
10.0,0.0951955092243423,-0.00335474794427937,5,90
20.0,0.0934292529424791,-0.0042221101875249,5,90
40.0,0.0912679947656994,-0.00504387595650825,5,90
100.0,0.0877035367071924,-0.00531683299466894,5,90
200.0,0.0851699448539995,-0.00497737207845758,5,90
400.0,0.0828737678346465,-0.00430938384804793,5,90
1000.0,0.0805827261084846,-0.00308859109549996,5,90
