frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.103141591769028,-0.00353061975945335,8,40
0.1,0.101965436674671,-0.00273014707060606,8,40
0.2,0.10133521653884,-0.00177659224873248,8,40
0.4,0.101056463065032,-0.00135081490344744,8,40
1.0,0.100424719059807,-0.00125440828727166,8,40
2.0,0.100039299445002,-0.00169702674308897,8,40
4.0,0.0995470232461644,-0.00200347223719384,8,40
10.0,0.0980642327062342,-0.00328939898125564,8,40
20.0,0.0962995330220581,-0.00430455428406039,8,40
40.0,0.0939242507568232,-0.00505306606620248,8,40
100.0,0.0905499789279799,-0.00518166573179065,8,40
200.0,0.0880506236657684,-0.0048253852630206,8,40
400.0,0.0859472592119585,-0.00419797811240497,8,40
1000.0,0.0836853628948842,-0.00309192918947813,8,40
