frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.106374434501939,-0.00545600056269811,3,90
0.1,0.10442449489365,-0.00429268914307383,3,90
0.2,0.103227297760937,-0.00302560021411852,3,90
0.4,0.10255202225197,-0.00238840080920097,3,90
1.0,0.101478178204063,-0.00203696686939533,3,90
2.0,0.100912557285834,-0.00235668439648396,3,90
4.0,0.100191139242819,-0.0026968503659619,3,90
10.0,0.0985046913485126,-0.00412384663340643,3,90
20.0,0.096185571120916,-0.00529855409831901,3,90
40.0,0.0933669534344895,-0.00606835343545846,3,90
100.0,0.0893221723292125,-0.00609453634466671,3,90
200.0,0.0864077038162579,-0.0055299962983782,3,90
400.0,0.0839694647466139,-0.00466763314318604,3,90
1000.0,0.0814248339380017,-0.00338454517400397,3,90
