frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.104973798447254,-0.00541048946843943,8,90
0.1,0.1031811501658,-0.00439994963741604,8,90
0.2,0.101938898458074,-0.00305170456530709,8,90
0.4,0.10121415723355,-0.00232938969543822,8,90
1.0,0.100221150037849,-0.00218724890973353,8,90
2.0,0.0995141718092966,-0.0024818714549922,8,90
4.0,0.0985918961947534,-0.0030684047548774,8,90
10.0,0.0965386272161703,-0.00423477297608518,8,90
20.0,0.0942012772281472,-0.00522513985821454,8,90
40.0,0.0915429787353255,-0.005678559860205,8,90
100.0,0.0877572423761254,-0.00562981164563464,8,90
200.0,0.0850744108010146,-0.00521493824159908,8,90
400.0,0.0827663659967012,-0.00472395078340235,8,90
1000.0,0.080351567273045,-0.00346414592559733,8,90
