frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.103895069349575,-0.00513727286794197,9,100
0.1,0.102946147881178,-0.00315362998129831,9,100
0.2,0.102451688646089,-0.00246889638879019,9,100
0.4,0.101764135247872,-0.00199372820007005,9,100
1.0,0.100898252980099,-0.00202304797625662,9,100
2.0,0.100224808212518,-0.00244146705280674,9,100
4.0,0.099326585436274,-0.00306963862282805,9,100
10.0,0.0970779096184354,-0.00450210698494761,9,100
20.0,0.0944964344524807,-0.00540330952764845,9,100
40.0,0.0918196885981835,-0.00567046895247239,9,100
100.0,0.0880993922928302,-0.00577016790081618,9,100
200.0,0.0855909740536735,-0.00538976761799204,9,100
400.0,0.0831141045451047,-0.00469833963116838,9,100
1000.0,0.0804042647725004,-0.00352601272461052,9,100
