frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.102126334300486,-0.00363589753654634,9,40
0.1,0.101104504385677,-0.00281984420862098,9,40
0.2,0.10018243099573,-0.00193317328867882,9,40
0.4,0.100084560167775,-0.00135093608295329,9,40
1.0,0.0994438163037411,-0.0014447857796248,9,40
2.0,0.098894178135289,-0.00190836528208217,9,40
4.0,0.0982733786283705,-0.00251408506622016,9,40
10.0,0.0964483134192554,-0.00368826716326556,9,40
20.0,0.094214829959835,-0.00489719748574156,9,40
40.0,0.0916219812901788,-0.00529242934991144,9,40
100.0,0.088345721467183,-0.00527631837354139,9,40
200.0,0.0857933723021084,-0.00501028620335822,9,40
400.0,0.0835966313616584,-0.00434674794742862,9,40
1000.0,0.0810789896294456,-0.00334048402555805,9,40
