frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.105714898259194,-0.0042822186883757,9,20
0.1,0.104271876182983,-0.0035561671561076,9,20
0.2,0.103228164149909,-0.00245961107290575,9,20
0.4,0.10299751433501,-0.00191434385188952,9,20
1.0,0.101745107677596,-0.00230143122648888,9,20
2.0,0.101105651041411,-0.00287711360211804,9,20
4.0,0.0995757433283185,-0.00365831460927142,9,20
10.0,0.0968649131734764,-0.00509330462976091,9,20
20.0,0.094100386677596,-0.00554236524840647,9,20
40.0,0.0911278159534329,-0.00578813420155538,9,20
100.0,0.087649753784355,-0.00577232159457908,9,20
200.0,0.0850295850926851,-0.00535121238996476,9,20
400.0,0.0826252134978796,-0.00454005315039871,9,20
1000.0,0.0801075147354618,-0.00333780905493959,9,20
