frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.107165211026746,-0.0063320957096541,4,80
0.1,0.105013171588001,-0.00491617497934145,4,80
0.2,0.103722198472244,-0.00351958484799974,4,80
0.4,0.102851631906743,-0.00279886952108034,4,80
1.0,0.101210719021075,-0.0025091402218519,4,80
2.0,0.100603226249877,-0.00288440338374545,4,80
4.0,0.099886816772209,-0.00335169715857491,4,80
10.0,0.097424068514277,-0.00475332141327115,4,80
20.0,0.0946893139743522,-0.00598628028186965,4,80
40.0,0.0917081498794711,-0.00671911498795007,4,80
100.0,0.0871285471243701,-0.00665746861978413,4,80
200.0,0.0841116219485909,-0.00592196694141781,4,80
400.0,0.0816091499398173,-0.00505629042382859,4,80
1000.0,0.0788288902800027,-0.00344201654835451,4,80
