frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.106282493850908,-0.00594591819455636,5,60
0.1,0.103541231522454,-0.00545013520331272,5,60
0.2,0.101632225070895,-0.00341317625002377,5,60
0.4,0.101316939384792,-0.00262457801306024,5,60
1.0,0.099925008692065,-0.00229395804132089,5,60
2.0,0.0991284303949038,-0.00257111170588199,5,60
4.0,0.0980596645068314,-0.00316236397731775,5,60
10.0,0.0960471967825724,-0.00434523905077465,5,60
20.0,0.0938803016596316,-0.00535966201440732,5,60
40.0,0.0909671113107273,-0.00602360725449737,5,60
100.0,0.0869645155433804,-0.00612427748599666,5,60
200.0,0.0841404714146454,-0.00573856202677482,5,60
400.0,0.0816712737661064,-0.00484102287631116,5,60
1000.0,0.079004144673493,-0.00356253997559773,5,60
