frequency_hz,impedance_real,impedance_imag,temp_code,soc
0.05,0.103146544499212,-0.00556682914839159,9,60
0.1,0.100618830253079,-0.00525521608346068,9,60
0.2,0.098956407333479,-0.00337791425313066,9,60
0.4,0.0985079014676668,-0.00240093150060635,9,60
1.0,0.097085496033605,-0.00223728139374237,9,60
2.0,0.0963242469424688,-0.00237138686433416,9,60
4.0,0.0951801938392191,-0.00259341854494651,9,60
10.0,0.0936185218811636,-0.00376346822944962,9,60
20.0,0.0916673585124575,-0.00470665823956304,9,60
40.0,0.0891534438227314,-0.00541196268563316,9,60
100.0,0.0855643695242835,-0.00543479600116509,9,60
200.0,0.0831721060750862,-0.00516579400772522,9,60
400.0,0.0808161697686474,-0.00449742765201793,9,60
1000.0,0.0784526753357134,-0.00323134631284892,9,60
